,id,latin_name,gbif_key,description,english_names,polish_names,lat_lon_coords,country_codes,country_names,wiki_link,species_id
0,1355932,Pelargonium graveolens,2891608.0,"Pelargonium graveolens is a Pelargonium species native to the Cape Provinces and the Northern Provinces of South Africa, Zimbabwe and Mozambique. Common names include rose geranium, sweet scented geranium, old-fashioned rose geranium, and rose-scent geranium.",Sweet Scented Geranium;rose geranium;rose-scent geranium;sweet scented geranium,Pelargonia pachnąca,-36.788783|-73.117058;28.162912|-16.638738;-33.361361|26.467306;39.830555|9.680672;-24.703346|30.870024;-24.537802|30.869427;-34.056753|19.610589;27.909504|-15.554856;-41.319628|174.804443;-33.298438|26.525408;-11.757778|-41.304167;42.816297|9.426381;42.293852|9.554132;-29.322749|30.262706;41.855635|8.794648;38.456084|-122.70835;-13.445556|-40.430556;-15.937778|-47.961389;59.84325|17.62418;-33.319078|26.503203;36.832376|-119.723553;-34.397663|19.26688;-33.994796|22.548049;-33.604443|26.881521;-34.205794|18.407428;-29.564883|30.302254;-34.044128|19.61132;-33.904508|18.914787;28.148474|-17.199748;-33.972377|18.872741;-33.929362|18.656739;-40.300443|176.66572;-34.202242|18.383834;-34.195175|18.44875;-33.96021|25.57249;-34.066153|18.874801;-29.772|30.736762;-36.751853|175.476873;-33.243342|25.466713;42.348978|8.611436;-24.204345|28.64747;41.676476|8.906718;-38.268725|145.042063;-33.361701|25.734086;56.6872|12.89253;-32.577055|115.765145;-33.932107|18.625937;56.6872|12.89253;56.68719|12.89254;-29.776927|30.839613;-26.08723|27.844258;4.628573|-74.161722;28.111956|-17.316438;28.09671|-16.749458;-0.853056|-48.523611;28.111388|-15.436931;-34.359615|18.901251;18.399107|-66.068574;-33.986492|18.432126;42.522077|9.533766;28.392483|-13.854981;42.5232|9.53275;28.414558|-13.855761;18.310023|-99.330994;28.13502|-15.430393;-33.945053|18.85929;-28.678333|-49.370278;58.49581|15.03238;28.40522|-16.518467;42.588387|8.905085;58.51667|15.03604;-19.774257|33.06715;-33.96156|25.57737;-33.667502|26.649374;-33.324448|25.765542;19.773004|-101.135913;18.309464|-99.330577;-34.072433|18.832315;-33.932734|18.876687;-34.081978|18.872108;-34.072468|18.832518;21.127747|-102.018196;-33.973767|18.479038;-34.064753|18.872605;-34.14954|18.353431;-33.840891|18.643387;-34.013512|18.45085;41.64447|8.868553;42.104294|9.511928;41.838414|8.772165;41.406421|9.209765;40.390977|0.412779;41.80714|8.763461;28.350666|-14.107357;39.862442|20.853853;-35.871038|174.466089;59.84325|17.62389;-34.087778|18.457052;-25.746226|28.258372;-34.08779|18.457032;-34.074204|18.833442;-22.9056|-47.0608;-22.9056|-47.0608;-22.870251|-47.077171;-22.870251|-47.077171;59.84313|17.62425;59.84321|17.62387;59.8438|17.62399;59.84325|17.62398;-29.749997|30.733522;19.53|-101.64;28.304858|-16.841523;59.84314|17.62382;59.84322|17.62397;59.84326|17.62389;59.84329|17.6238;59.84333|17.62425;-33.810377|18.726817;28.058356|-16.733947;28.340214|-16.730125;42.115631|9.509648;-34.013229|18.720722;-34.063742|18.435689;-34.037264|18.449652;-34.201192|18.382356;-34.133408|18.37438;41.674902|8.902001;54.5421|17.7223;-26.24|-49.3475;20.562222|-103.441389;41.493754|9.022646;-26.24|-49.3475;43.378629|-5.866547;36.71|-4.46;21.121321|-101.687639;-33.874988|18.888375;20.493373|-103.415233;59.84325|17.62398;59.84333|17.62425;59.84329|17.6238;-33.840838|18.643477;28.762595|-17.984645;35.346317|25.486834;35.346317|25.486834;40.93452|24.413226;-34.060615|18.604991;40.933456|24.414904;-33.986003|18.472117;19.420608|-100.341644;-34.424885|19.228038;-34.15609|18.420284;-33.368528|26.477496;28.373158|-16.78159;35.297802|25.019701;19.04278|-98.30129;39.72|-0.28;39.369301|26.175274;28.741965|-17.968519;19.685853|-101.14295;34.399125|35.927995;28.231389|-16.841389;28.989595|-13.505937;-34.210788|18.403999;-32.225881|152.454619;-33.940876|18.468351;19.706874|-101.163885;-28.595688|16.489801;-33.940872|18.46833;-26.115039|27.907588;-26.115031|27.907586;-33.34061|25.735019;28.091667|-16.658333;42.374648|9.532067;51.529144|-0.080432;-18.37029|32.65139;-42.841026|-73.475181;36.4116|28.1308;-36.782772|174.717169;56.10308|27.8432;56.08647|27.87809;43.10312|5.81446;41.9113|8.64051;41.91174|8.6422;42.52325|9.53278;56.24321|15.60172;-31.375|28.875;39.210436|-8.997033;-20.381667|-43.5025;42.52346|9.5326;-7.275056|-34.853028;-3.823583|-79.129528;30.03|31.2;30.03|31.2;-25.046786|30.632633;-21.01|-47.76;-21.01|-47.76;39.994041|-8.791627;10.383056|-66.964444;59.46958|24.87789;59.84333|17.62425;59.84336|17.6245;59.84333|17.62425;59.84333|17.62425;43.10312|5.81446;41.4649|9.05788;36.76|-4.42;36.76|-4.42;36.76|-4.42;36.7587425|-4.42116;36.7563|-4.4352;36.763|-4.429;36.76|-4.42;36.76|-4.42;36.763|-4.429;36.763|-4.429;36.76|-4.42;36.76|-4.42;36.76|-4.42;36.76|-4.42;36.75|-4.43;36.76|-4.42;-23.075833|28.970556;-10.925675|-37.105133;39.66|3.28;6.449444|-72.531111;-20.433333|-47.45;39.72|2.6;-11.014722|-37.206389;-11.014722|-37.206389;37.361494|-8.800609;43.08887|5.76168;43.08887|5.76168;43.08887|5.76168;43.08887|5.76168;-4.103168|-79.955876;63.434|10.671;-26.166667|-48.583333;56.6985|16.1748;56.6985|16.1748;56.69867|16.17464;56.69867|16.17464;56.69834|16.17552;56.6986|16.17324;-0.848027|-91.005611;47.749|7.32547;-3.8319|-79.3422;-33.625|22.875;-0.955505|-90.964583;-0.741722|-90.319183;41.41667|9.21667;-0.739188|-90.310449;33.417575|-111.9363;59.23553|15.14891;18.8667|-70.7;48.06344|7.27116;38.15|-0.62;-31.633333|24.942778;-29.684444|-53.806944;41.75248|9.40533;-22.995833|29.883333;39.77|-0.37;38.16|-0.62;-4.0983|-79.2369;9.6|-83.8;-4.0983|-79.2369;38.15|-0.63;33.1|-116.97;31.907869|-116.741916;31.907869|-116.741916;48.57125|7.76776;36.763|-4.429;-4.0|-79.2;36.763|-4.429;41.68|2.22;41.68412|2.218996;-23.125|28.875;10.65|-61.2667;38.6|-90.25;-3.841389|-79.356111;-22.875|29.625;-4.0|-79.2;39.846777|-75.711603;-36.9|174.75;36.71|-4.47;18.67|-70.58;29.65|91.14;-24.125|30.125;-23.125|29.375;-24.125|30.125;-30.276667|-51.015556;-24.375|27.625;-24.125|30.125;-23.125|29.375;-23.125|29.125;-23.125|29.375;0.0|0.0;-33.875|22.625;-34.866667|138.95;23.12|113.34;-24.125|29.375,AU;BR;CL;CN;CO;CR;DO;EC;EE;EG;ES;FR;GB;GR;IT;LB;LV;MX;MZ;NO;NZ;PL;PR;PT;SE;TT;US;VE;ZA;ZW,Australia;Brazil;Chile;China;Colombia;Costa Rica;Dominican Republic;Ecuador;Egypt;Estonia;France;Greece;Italy;Latvia;Lebanon;Mexico;Mozambique;New Zealand;Norway;Poland;Portugal;Puerto Rico;South Africa;Spain;Sweden;Trinidad and Tobago;United Kingdom of Great Britain and Northern Ireland;United States of America;Venezuela (Bolivarian Republic of);Zimbabwe,https://en.wikipedia.org/wiki/Pelargonium_graveolens,1355932
1,1355936,Cirsium arvense,3113414.0,"Cirsium arvense is a perennial species of flowering plant in the family Asteraceae, native throughout Europe and western Asia, northern Africa and widely introduced elsewhere. The standard English name in its native area is creeping thistle. It is also commonly known as Canada thistle and field thistle.","Boar Thistle;California Thistle;California Thistle, Canada Thistle, Creeping Thistle;California thistle;California thistle, Canada Thistle, Creeping Thistle;Californian Thistle",Ostrożeń polny,53.13868|-1.71616;51.052908|-0.722317;-43.381328|172.652167;-42.32339|146.711123;52.424483|102.981746;52.424183|102.981521;51.517915|-2.674822;50.527593|26.246064;58.81658|44.325837;-43.229167|172.22957;-42.090506|146.323797;-43.508213|172.641525;-43.58853|172.805772;39.088514|-9.308569;-43.099992|172.246836;49.113287|-122.666561;49.081384|-122.493567;56.767968|60.789585;58.817281|44.336239;56.094533|38.306872;58.817283|44.33643;53.871498|27.446558;-43.600925|172.575988;-43.571141|172.492505;56.025072|38.210828;53.965767|27.574002;-44.003364|170.481537;-38.113603|144.632112;52.406733|16.906528;54.936281|39.017169;48.464597|-123.313648;48.170854|16.475849;47.50636|-122.269823;47.506211|-122.268244;-43.840578|172.288519;47.505936|-122.265882;-37.463849|144.279885;47.502743|19.07902;47.599583|-122.174872;-37.848816|145.38339;-39.794453|176.19307;-38.936695|146.249158;58.404121|45.455817;54.199989|37.606194;-36.979963|174.963488;47.651859|-122.315239;-43.485741|172.224884;58.053668|56.230127;58.001614|56.049619;-44.152229|170.364298;-37.737658|145.655509;48.040182|16.162803;54.36307|10.189306;55.898669|38.159755;52.039597|-1.334995;56.91274|60.637877;-40.298844|175.512649;-39.084041|174.112823;54.937911|39.01405;49.881382|-97.102379;-44.632973|168.919413;-44.633195|168.919525;49.504897|23.699106;-43.512287|172.717851;-37.887323|145.370072;-43.104356|172.192705;-39.90046|176.841722;-37.923108|145.331184;54.952508|39.033481;53.609728|-112.88727;-40.448628|175.224792;-40.303636|176.616369;-41.411931|172.998309;48.465548|-123.314559;-43.866272|173.003844;-38.035104|175.841958;-43.703497|172.71428;49.90016|-97.034505;46.863377|15.613602;-45.893631|170.63858;-39.359422|176.364499;-39.100376|173.977635;58.818047|44.327308;-38.355306|146.408972;49.875002|-97.136111;47.495943|12.083347;56.111644|47.294866;-40.461905|175.222732;-40.306725|176.620663;45.267701|37.368014;-41.012549|145.065206;-43.532786|172.627239;-44.088403|170.137042;47.084037|11.568161;53.950623|27.6591;-43.311636|171.691831;-43.036881|171.760494;-51.692142|-57.875953;39.705454|-104.935632;-41.29076|146.202969;-43.842897|172.741223;58.815663|44.323194;58.815617|44.32317;42.212127|-71.114548;-42.595052|172.534388;48.45535|-123.342462;-42.150446|145.490127;51.185195|-96.621676;-41.121381|174.803411;49.280708|-124.145397;-38.201504|176.261151;-37.397773|175.9279;47.816442|-122.35697;48.341629|-123.54776;41.497616|2.096938;-42.61238|148.040187;-42.61238|148.040187;-37.734725|176.289956;47.44124|-122.470914;-43.502687|171.638628;42.578619|-82.804386;49.197403|-122.727425;56.255772|37.8629;-42.558755|172.350948;-39.671827|176.14081;-43.551203|172.699463;55.496152|9.095891;56.709636|9.303199;56.923148|8.354286;55.229421|9.987486;51.95|5.65;50.8|5.9;51.302223|7.946123;48.50219|9.206055;52.3|5.1;51.95|5.65;52.05|5.65;53.0|4.8;51.65|3.85;50.977683|11.030214;51.239449|-0.584884;52.95|4.7;52.0|4.35;51.8|5.8;52.128711|8.713378;52.3|4.75;53.0|5.6;51.55|4.95;51.75|4.7;50.8|5.7;52.65|6.2;51.9|4.5;-44.690376|169.106246;42.687127|-1.74026;53.05|4.85;53.557384|9.908489;51.951925|7.634233;53.25|5.7;52.137732|8.828926;51.970077|7.596186;52.35|5.2;52.35|5.2;52.35|5.2;52.65|6.2;51.7|5.7;51.7|4.6;51.6|3.7;51.7|5.3;52.25|6.2;50.210901|8.659629;51.8|4.7;51.95|4.35;51.3|3.85;51.091771|6.87669;52.0|4.4;50.81028|-0.547098;51.8|4.75;53.0|4.75;51.75|4.75;51.116898|7.945776;51.6|5.1;52.55|5.9;51.95|5.65;51.5|3.6;51.362023|6.787647;47.992629|12.882365;51.3|3.85;51.65|5.9;51.9|4.25;53.25|5.7;53.2|5.7;53.2|5.5;53.2|5.55;47.85517|13.212465;53.4|5.65;-44.989134|168.680237;51.8|4.65;47.840735|13.207655;52.0|5.6;52.0|4.25;52.35|4.65;52.05|5.1;53.05|6.2;51.070958|6.928768;52.15|6.75;51.65|5.95;50.84397|-0.777746;55.019395|-1.602719;55.811374|12.473877;60.227496|25.004389;60.221029|25.018571;60.211801|25.164615;46.47635|6.68992;46.11843|7.08292;46.16319|7.01789;46.56585|6.62347;46.56536|6.55826;46.07364|7.14784;46.25314|7.0172;46.56428|6.42784;46.56428|6.42784;46.5425|9.88346;47.41681|8.6644;49.500889|23.708621;49.501103|23.710112;43.529552|3.868488;43.641217|4.627356;30.347083|78.007397;-41.1214|174.8034;60.14268|15.18756;56.33163|16.54372;57.70141|16.66544;57.42568|12.11385;56.74482|12.86159;59.042|16.78711;59.82453|17.66621;56.66321|12.86862;59.83174|17.66184;59.03514|16.83164;59.0384|16.83585;56.7343|15.88538;59.84878|17.69834;59.445468|10.697489;59.443468|10.694461;-44.836544|169.414109;-41.200207|173.415626;54.942276|52.541659;-43.703013|172.716888;-42.944288|173.248437;53.37347|-2.166055;53.906807|27.818732;-39.038347|174.136062;-43.994074|170.459744;-40.991837|145.445358;48.226852|16.369752;48.227251|16.463139;-37.897115|145.375521;49.878955|-97.12433;-42.864884|147.331626;51.525466|-0.048538;57.163353|65.631255;60.987775|69.028516;41.649547|-86.138562;48.49673|-123.399278;48.49673|-123.399278;-51.68997|-57.891445;-39.911635|175.099695;41.54517|1.891337;52.801304|103.547796;52.800646|103.547798;52.800559|103.54712;56.789598|60.513858;59.996383|30.016261;52.099036|5.210214;42.203347|-83.743422;50.838071|-96.948446;-38.113574|144.632109;47.084163|15.831042;48.477846|-123.40196;40.253581|-75.506605;-42.682564|146.713778;-44.871504|169.812831;51.124642|-114.126525;-45.892722|170.637603;47.382062|-91.196945;53.44837|83.845443;-38.033187|175.52511;48.040345|-122.408478;-41.982616|173.774506;-42.445283|172.920228;-37.380437|175.843943;52.713245|103.641974;-46.922738|167.768493;-43.551251|172.619245;-43.487597|172.696397;-43.309857|171.32849;51.489595|-0.142017;-37.50011|144.168497;-45.828203|167.467313;-43.76588|172.28177,AT;AU;BY;CA;CH;DE;DK;ES;FI;FK;FR;GB;HU;IN;NL;NO;NZ;PL;PT;RU;SE;UA;US,Australia;Austria;Belarus;Canada;Denmark;Falkland Islands (Malvinas);Finland;France;Germany;Hungary;India;Netherlands;New Zealand;Norway;Poland;Portugal;Russian Federation;Spain;Sweden;Switzerland;Ukraine;United Kingdom of Great Britain and Northern Ireland;United States of America,https://en.wikipedia.org/wiki/Cirsium_arvense,1355936
2,1355937,Cirsium vulgare,3112801.0,"Cirsium vulgare, commonly known as spear thistle, bull thistle, or common thistle, is a species of the Asteraceae genus Cirsium, native throughout most of Europe (north to 66°N, locally 68°N), Western Asia (east to the Yenisei Valley), and northwestern Africa (Atlas Mountains). It is also naturalised in North America, Africa, and Australia and is an invasive weed in several regions. It is the national flower of Scotland. The plant provides a great deal of nectar for pollinators. It was rated in the top 10 for most nectar production (nectar per unit cover per year) in a UK plants survey conducted by the AgriLand project which is supported by the UK Insect Pollinators Initiative.",Black Thistle;Boar Thistle;Bull Thistle;Bull thistle;Common Thistle,Ostrożeń lancetowaty,50.78465|0.065436;-34.62|147.99;50.842187|-0.779212;50.794397|0.255376;55.00413|-1.7154;50.78465|0.065436;53.41922|-2.153775;-33.734427|151.023647;-35.183411|149.158514;53.440567|-2.219703;-34.79566|150.486108;-35.45713|174.143761;-30.492403|152.406905;-41.181482|173.043928;-34.990782|138.633933;-27.545065|152.993225;-35.000952|138.700127;-29.548498|30.081503;-34.965745|138.658351;45.530692|9.203625;47.388317|16.281716;-34.859889|138.727478;42.801119|-112.411625;48.483897|-123.445512;-34.214859|151.011093;33.341111|-116.901608;-41.307665|172.698513;-29.022773|30.799546;41.490523|-8.768225;-26.697987|27.740176;-29.381268|30.13399;49.944803|41.440133;-34.064289|23.364872;52.467047|13.309374;-38.19326|146.538871;-37.637872|142.306257;47.673803|-122.361917;-38.178541|142.082407;-46.861663|168.116045;-37.10918|146.40411;-33.714649|151.191559;59.283203|39.843351;-38.77397|143.521102;-45.008315|168.745513;-33.938818|18.854674;-32.017658|28.5344;-37.649703|145.247736;52.93184|-0.672333;-38.31443|142.266463;-43.587437|172.807083;-39.489927|176.9158;-37.752025|148.191467;-37.75195|148.189667;41.272083|1.965287;41.272972|1.959747;48.023479|16.330949;47.418728|16.264697;47.529141|-122.392668;47.418737|16.264695;55.159947|-6.811272;-34.737217|149.830108;-38.188887|142.383745;-31.375652|151.13666;-26.13885|28.064368;-33.948053|22.402133;-43.509075|172.642242;-43.509208|172.645247;36.963375|-122.084228;53.871498|27.446563;33.40893|-118.477783;45.530011|9.20274;-43.767353|172.264195;48.407637|-123.365678;-41.262246|174.75739;-41.864184|146.567166;44.989808|-124.011856;-37.936234|145.38996;-37.93772|145.39121;-37.712094|145.291469;-41.258433|174.755296;-37.707383|145.290714;-37.702866|145.292156;-37.705901|145.285266;-37.70929|145.284152;-37.752444|145.655325;-37.750009|145.649336;-37.751809|145.696627;-37.752133|145.701461;33.341853|-116.904703;-41.25721|174.753753;-40.446335|175.22405;-41.260563|174.756408;-34.865042|138.627065;51.749044|19.398244;54.929328|39.013186;56.022364|38.212767;-34.800536|138.819404;-33.935987|18.832133;-33.936|18.83213;-33.934366|18.831806;-34.699132|138.871418;38.040919|-122.674569;-43.635316|172.416892;-43.634631|172.412828;-41.25633|174.754724;-37.534374|144.955865;-35.632238|138.195341;-37.917292|145.326076;-35.6106|138.236886;-37.735753|145.58618;-35.274745|138.561892;-29.849971|30.23192;53.927868|27.739485;48.464582|-123.313913;-30.704125|-71.373353;-27.119203|152.776413;45.387086|-75.703204;42.298581|-73.273644;37.553909|-122.246339;-36.973268|174.467723;-37.865697|145.342032;55.874377|37.40657;-34.967697|138.698902;-32.273481|-58.442839;48.039167|-1.710278;47.506362|-122.269812;47.506035|-122.265268;47.506297|-122.267666;47.506053|-122.267099;-42.582643|148.062955;-41.032201|174.870644;-37.905341|145.362277;-39.078624|174.046226;-37.881825|145.365719;-37.857241|145.381621;-37.852463|145.383806;-37.84698|145.385568;-37.844387|145.383366;-43.327899|172.645397;54.945656|39.026447;46.874313|15.856323;-32.136014|-52.120617;48.435695|-123.417275;47.423918|-122.307818;48.385075|-123.514542;46.164975|-62.65798;-37.847417|145.38117;-37.777118|145.362037;-37.763777|145.350001;-37.763964|145.354595;-37.763248|145.355848;-38.936509|146.253965;-37.510946|143.705584;-21.123806|55.331317;-29.060234|30.823983;-29.960616|29.911093;-29.963388|29.908152;43.152456|-77.488073;54.945225|39.026225;-33.187484|151.62288;-36.952261|174.484194;50.367756|-4.288051;56.116857|47.145951;-28.681313|28.137355;-37.666407|141.664578;56.072722|37.090402;47.47348|-117.344812;-34.608154|-58.354791;-42.930515|147.254582;-36.739395|175.787462;37.511567|-122.506972;-43.312642|171.368455;45.371929|-75.794516;47.995152|16.403767;49.985867|7.968155;46.870217|15.501712;46.871408|15.505353;53.8526|27.504972;-40.24276|175.540781;51.451214|-2.578491;-27.580536|-51.046092;-27.076544|151.747025;-28.624735|28.187248;-28.624735|28.187248;54.929928|39.019703;54.9227|39.031517;54.939322|39.037136;49.540074|23.645086;46.840327|15.84224;-34.395379|-59.042167;-35.080303|-59.889808;38.985226|-76.925231;-26.883323|-66.101833;-37.873593|145.360032;-37.736961|145.198895;-37.751275|143.578056;-29.02471|30.810615;55.851966|37.377651;53.377113|-2.731574;51.472592|-0.318908;-37.886549|145.371188;-37.892195|145.368793;-37.906273|145.36322;-41.337197|174.769958;-35.12467|-59.954801;-45.009736|168.575042;48.459163|-123.30883;-43.104546|172.192418;54.933456|39.029747;-25.814835|28.282967;52.682131|-8.475626;53.096547|-6.038279;-50.990453|-72.796378;47.987648|-122.036403;48.417404|-123.584229;-27.736384|153.052214;-29.87542|30.259093;-37.923903|145.335271;-37.925339|145.322072;-29.019506|30.79647;-37.925159|145.319174;-37.92274|145.337678;-37.923351|145.327053;-37.923351|145.327053;-29.059096|30.758372;54.957581|39.022811;-36.216791|146.877008;-27.73618|153.053168;-32.090088|115.827766;-29.060847|30.832;41.54517|1.891337;50.003318|23.21893;-27.52335|152.810008;51.522589|-0.047678;51.522842|-0.047929;51.522254|-0.04766;51.522066|-0.049239;51.522058|-0.049236;38.894644|-121.056942;-37.964268|145.303005;-37.956536|145.306646;-41.298237|174.788727;-37.942982|145.314647;-37.942677|145.309217;-37.946365|145.308887;-37.961906|145.305911;-38.002585|145.355427;47.997638|16.264327;52.450978|10.394404;51.515258|-0.398125;54.193692|37.6997;-29.931237|29.911074;57.480642|-3.283462;-37.172435|141.93508;-43.576737|172.736708;50.411627|-5.068703;-37.744148|145.700023;-43.703175|172.714325;-38.035104|175.841958;52.821245|-1.331289;-26.688377|27.73604;53.455775|-2.650304;-25.739025|28.253876;54.00985|27.70166;-33.941652|18.871893;-35.481241|148.94097;-38.341476|142.631079;-37.175318|141.941175;-45.893802|170.64053;-42.863012|147.687561;-39.226836|177.876676;37.695495|-122.433123;43.663779|3.883838;-26.106218|27.993004;-34.972494|138.711164;-29.969094|29.923462;55.736359|37.875072;47.276298|15.646235;49.176303|-123.114303;-34.009533|18.41259;-35.697188|-63.730785;-27.735192|153.053903;-32.583595|149.607042;-42.740047|147.526612;53.456824|-2.011958;50.779001|3.606409;-35.819799|-70.76371;55.534707|37.990348;-37.85015|145.288896;38.003086|-122.467812;-37.77948|145.461223;-37.685926|145.574421;-37.528576|145.519194;54.194927|37.703289;-37.529138|145.518695;-37.531798|145.513978;-37.650801|145.518447;-33.923457|150.945512;-35.460282|148.920297;55.729053|37.517553,AR;AT;AU;BE;BR;BY;CA;CL;DE;ES;FR;GB;IE;IT;NZ;PL;PT;RE;RU;UA;US;ZA,Argentina;Australia;Austria;Belarus;Belgium;Brazil;Canada;Chile;France;Germany;Ireland;Italy;New Zealand;Poland;Portugal;Russian Federation;Réunion;South Africa;Spain;Ukraine;United Kingdom of Great Britain and Northern Ireland;United States of America,https://en.wikipedia.org/wiki/Cirsium_vulgare,1355937
